,tweetid,guid,author,title,description,pubdate,favorite_count,retweet_count,tweet_type,in_reply_to_screen_name,in_reply_to_user_id,in_reply_to_status_id,retweeted_screen_name,retweeted_user_id,retweeted_status_id,user_id,profile_image_url,user_statuses_count,user_friends_count,user_followers_count,user_created_at,user_location,capres,Sentiment
2022,1667026990095044611,https://twitter.com/LaingenLisa/statuses/1667026990095044611,LaingenLisa,"""Jika dilihat dari elit-elitnya yang hadir di acara–acara untuk Ganjar, menurut pengamantan saya lebih dari 90 persen relawan Jokowi mendukung Ganjar. Sisanya, sekitar enam persen mungkin pindah ke bacalon presiden lain,” kata Jay 😎🇮🇩
Ganjar Pranowo 
https://t.co/DGNpxfEIUT","""Jika dilihat dari elit-elitnya yang hadir di acara–acara untuk Ganjar, menurut pengamantan saya lebih dari 90 persen relawan Jokowi mendukung Ganjar. Sisanya, sekitar enam persen mungkin pindah ke bacalon presiden lain,” kata Jay 😎🇮🇩
Ganjar Pranowo 
https://t.co/DGNpxfEIUT",2023-06-09 00:33:00,13,9,original,,0,0,,0,0,1978790995,https://pbs.twimg.com/profile_images/1652880388384235521/NgMBAZ9u_normal.jpg,324870,11088,11956,2013-10-21 09:36:28,Kota Bekasi,Ganjar Pranowo,neutral
2033,1667026819781120000,https://twitter.com/SINDOnews/statuses/1667026819781120000,SINDOnews,"Perindo dukung Ganjar, Ganjar Pranowo resmi lolos parlemen!

#SINDOnews #news 
https://t.co/VO8uR55YqC","Perindo dukung Ganjar, Ganjar Pranowo resmi lolos parlemen!

#SINDOnews #news 
https://t.co/VO8uR55YqC",2023-06-09 00:32:20,2,0,original,,0,0,,0,0,231355136,https://pbs.twimg.com/profile_images/1657283286463582209/-8HSjERq_normal.jpg,1069526,181,402843,2010-12-28 03:22:15,Jakarta Pusat,Ganjar Pranowo,neutral
2058,1667026428326739969,https://twitter.com/hiplmtxcnovrp/statuses/1667026428326739969,hiplmtxcnovrp,RT @kudila_: salfok sama pak ganjar pranowo pake baju koko warna putih tampak senyum kepada masyarakat dan melayani permintaan foto dri mas…,"salfok sama pak ganjar pranowo pake baju koko warna putih tampak senyum kepada masyarakat dan melayani permintaan foto dri masyarakat
#MengenalSitiAtikoh https://t.co/QmVBZUtrU7",2023-06-09 00:30:47,0,159,retweet,,0,0,kudila_,1164045379526000640,1667019097761263617,921251374439866368,https://pbs.twimg.com/profile_images/1598086514625245184/QBj5yfDa_normal.jpg,502,10,3,2017-10-20 01:46:58,Pontianak,Ganjar Pranowo,neutral
2068,1667026300522074112,https://twitter.com/ArgaMua/statuses/1667026300522074112,ArgaMua,RT @KakekHalal: Politikus muda Tsamara Amany menyatakan dukungannya terhadap bakal calon presiden (bacapres) dari PDIP Ganjar Pranowo. Tsam…,"Politikus muda Tsamara Amany menyatakan dukungannya terhadap bakal calon presiden (bacapres) dari PDIP Ganjar Pranowo. Tsamara menyatakan dukungannya sekaligus mendeklarasikan gerakan bernama LARI (Langkah Anak Muda Republik Indonesia).
Dukungan itu disampaikan Tsamara di kawasan… https://t.co/OnPbkByG9f https://t.co/AXge9Ng2pM",2023-06-09 00:30:16,0,133,retweet,,0,0,KakekHalal,821859629034409985,1666983987938754561,1114358235257901056,https://pbs.twimg.com/profile_images/1114359072852070405/jy14FDb4_normal.jpg,12208,336,178,2019-04-05 22:44:41,Denpasar,Ganjar Pranowo,neutral
2075,1667026164848947201,https://twitter.com/HerniNuraeni_22/statuses/1667026164848947201,HerniNuraeni_22,"RT @siastiie: Keberhasilan politik pak Ganjar Pranowo tidak terlepas dari dukungan dan peran istrinya, ibu Siti Atikoh Supriyanti.
Dan siap…","Keberhasilan politik pak Ganjar Pranowo tidak terlepas dari dukungan dan peran istrinya, ibu Siti Atikoh Supriyanti.
Dan siapa sangka ibu Siti Atikoh Supriyanti memiliki garis keturunan dari kyai NU asal Purbalingga.
#MengenalSitiAtikoh https://t.co/rcyzjLGcl2",2023-06-09 00:29:44,0,264,retweet,,0,0,siastiie,1120300065770201089,1667018738019999744,1549762178,https://pbs.twimg.com/profile_images/1468397691314970624/HelKb47s_normal.jpg,958,291,102,2013-06-27 00:35:49,Banjar Baru,Ganjar Pranowo,positive
2100,1667025545413152773,https://twitter.com/toenjoek/statuses/1667025545413152773,toenjoek,RT @VIVAcoid: Partai Perindo Resmi Dukung Ganjar Pranowo di Pilpres 2024 https://t.co/zqtJEqYlv4,Partai Perindo Resmi Dukung Ganjar Pranowo di Pilpres 2024 https://t.co/zqtJEqYlv4,2023-06-09 00:27:16,0,2,retweet,,0,0,VIVAcoid,41730943,1667025371580223490,71814234,https://pbs.twimg.com/profile_images/573988008891846656/2WaW4MOL_normal.jpeg,5217,1649,320,2009-09-05 10:38:53,Denpasar,Ganjar Pranowo,neutral
2106,1667025371735412736,https://twitter.com/okezonenews/statuses/1667025371735412736,okezonenews,"Breaking News! Partai Perindo Resmi Usung Ganjar Pranowo sebagai Capres 2024

Perindo Dukung Ganjar #Pilpres2024
https://t.co/qtQCqgm6F3","Breaking News! Partai Perindo Resmi Usung Ganjar Pranowo sebagai Capres 2024

Perindo Dukung Ganjar #Pilpres2024
https://t.co/qtQCqgm6F3",2023-06-09 00:26:35,5,1,original,,0,0,,0,0,47274731,https://pbs.twimg.com/profile_images/1324208129089789952/0Th6Q8qL_normal.jpg,1972795,68,1847618,2009-06-15 02:14:53,Jakarta Barat,Ganjar Pranowo,neutral
2147,1667024290083139586,https://twitter.com/iqbalbaqo/statuses/1667024290083139586,iqbalbaqo,"RT @HusinShihab: Ojol ini boss,.. senggol dong! 

Totalitas dan loyalitas kang ojol ini mesti ditiru oleh semua kalangan. Kang ojol aja pah…","Ojol ini boss,.. senggol dong! 

Totalitas dan loyalitas kang ojol ini mesti ditiru oleh semua kalangan. Kang ojol aja paham negeri ini butuh pemimpin spt pak Ganjar.

Ratusan Driver Ojol Gelar Aksi ‘Putihkan Rambut’, Bentuk Dukungan untuk @ganjarpranowo https://t.co/2zX0cwqMCm",2023-06-09 00:22:17,0,34,retweet,,0,0,HusinShihab,1128649413633560577,1666813091622031360,1204081902140788736,https://pbs.twimg.com/profile_images/1625664254753005568/rP32YQz6_normal.jpg,4041,570,452,2019-12-09 11:54:44,Pekalongan,Ganjar Pranowo,neutral
2150,1667024247481569280,https://twitter.com/4lbert_sm/statuses/1667024247481569280,4lbert_sm,"RT @siastiie: Keberhasilan politik pak Ganjar Pranowo tidak terlepas dari dukungan dan peran istrinya, ibu Siti Atikoh Supriyanti.
Dan siap…","Keberhasilan politik pak Ganjar Pranowo tidak terlepas dari dukungan dan peran istrinya, ibu Siti Atikoh Supriyanti.
Dan siapa sangka ibu Siti Atikoh Supriyanti memiliki garis keturunan dari kyai NU asal Purbalingga.
#MengenalSitiAtikoh https://t.co/rcyzjLGcl2",2023-06-09 00:22:07,0,264,retweet,,0,0,siastiie,1120300065770201089,1667018738019999744,2498803380,https://pbs.twimg.com/profile_images/1466551941597593601/ut0n9tXK_normal.jpg,24777,4829,597,2014-05-16 08:39:15,Surabaya,Ganjar Pranowo,positive
2153,1667024223402098688,https://twitter.com/Snpth_Tomporejo/statuses/1667024223402098688,Snpth_Tomporejo,"RT @otnayram_me: Briking nyuus...

Capres Ganjar Pranowo dan Ketum DPP PDIP Megawati bertemu Ketum DPP Partai Persatuan Indonesia (Perindo)…","Briking nyuus...

Capres Ganjar Pranowo dan Ketum DPP PDIP Megawati bertemu Ketum DPP Partai Persatuan Indonesia (Perindo), Hary Tanoesoedibjo bersama Waketum DPP Partai Perindo Angela Tanoesoedibjo yg jg menjabat sebagai Wamenparekraf dikantor DPP PDIP

https://t.co/PNTidupq5p https://t.co/TPpYJ3xnz1",2023-06-09 00:22:01,0,13,retweet,,0,0,otnayram_me,1255462834466697216,1667015356026863617,1215449295794524161,https://pbs.twimg.com/profile_images/1634016528764116994/4UZX8MXq_normal.jpg,13216,3960,3050,2020-01-09 20:44:43,Malang,Ganjar Pranowo,neutral
2157,1667024164056891392,https://twitter.com/sarigadagozy/statuses/1667024164056891392,sarigadagozy,"RT @siastiie: Keberhasilan politik pak Ganjar Pranowo tidak terlepas dari dukungan dan peran istrinya, ibu Siti Atikoh Supriyanti.
Dan siap…","Keberhasilan politik pak Ganjar Pranowo tidak terlepas dari dukungan dan peran istrinya, ibu Siti Atikoh Supriyanti.
Dan siapa sangka ibu Siti Atikoh Supriyanti memiliki garis keturunan dari kyai NU asal Purbalingga.
#MengenalSitiAtikoh https://t.co/rcyzjLGcl2",2023-06-09 00:21:47,0,264,retweet,,0,0,siastiie,1120300065770201089,1667018738019999744,254916091,https://pbs.twimg.com/profile_images/477994391835926528/Gkzg8suF_normal.jpeg,1865,1427,169,2011-02-20 03:08:09,Pekanbaru,Ganjar Pranowo,positive
2173,1667023871814533121,https://twitter.com/HusinShihab/statuses/1667023871814533121,HusinShihab,"RT @seruanhl: Momen Pak Ganjar Pranowo menyerahkan bantuan keuangan Pemprov Jateng senilai Rp 94,6 Miliar, untuk kelompok masyarakat dan Pe…","Momen Pak Ganjar Pranowo menyerahkan bantuan keuangan Pemprov Jateng senilai Rp 94,6 Miliar, untuk kelompok masyarakat dan Pemerintah Kendal.

Adapun bantuan ini ditujukan untuk beberapa sektor, yakni mulai dari sektor ekonomi, sosial, pertanian, hingga kesejahteraan masyarakat. https://t.co/ui4QLoYNqL",2023-06-09 00:20:37,0,23,retweet,,0,0,seruanhl,1174287141909590017,1666825898388258817,1128649413633560577,https://pbs.twimg.com/profile_images/1661040599498371078/Gt9DQvNj_normal.jpg,14534,597,66115,2019-05-15 09:12:44,Jakarta Selatan,Ganjar Pranowo,neutral
2178,1667023803963310080,https://twitter.com/HusinShihab/statuses/1667023803963310080,HusinShihab,"RT @seruanhl: Meskipun tidak tersurat, tapi sudah tersirat bahwa Pak Jokowi jelas mendukung Pak Ganjar Pranowo, dan teman-teman dari Projo…","Meskipun tidak tersurat, tapi sudah tersirat bahwa Pak Jokowi jelas mendukung Pak Ganjar Pranowo, dan teman-teman dari Projo sebagai relawan militan Pak Jokowi seharusnya sudah mampu membaca dan memahami hal itu. https://t.co/qb8OuEFJ0Q",2023-06-09 00:20:21,0,14,retweet,,0,0,seruanhl,1174287141909590017,1666831559171907584,1128649413633560577,https://pbs.twimg.com/profile_images/1661040599498371078/Gt9DQvNj_normal.jpg,14534,597,66115,2019-05-15 09:12:44,Jakarta Selatan,Ganjar Pranowo,neutral
2182,1667023702964465675,https://twitter.com/okezonenews/statuses/1667023702964465675,okezonenews,"Lanjutkan Pembangunan Presiden Jokowi, Ganjar Pranowo Apresiasi Kerja Sama Partai Perindo

#Pilpres2024
https://t.co/guhpxsNXsU","Lanjutkan Pembangunan Presiden Jokowi, Ganjar Pranowo Apresiasi Kerja Sama Partai Perindo

#Pilpres2024
https://t.co/guhpxsNXsU",2023-06-09 00:19:57,0,0,original,,0,0,,0,0,47274731,https://pbs.twimg.com/profile_images/1324208129089789952/0Th6Q8qL_normal.jpg,1972795,68,1847618,2009-06-15 02:14:53,Jakarta Barat,Ganjar Pranowo,neutral
2200,1667023391004704768,https://twitter.com/EryantiGina/statuses/1667023391004704768,EryantiGina,"Ganjar Pranowo adalah sosok yang paling tepat memimpim Indonesia karena ketegasannya

#DukungGanjar #MantabPakGanjar #GanjarMenang https://t.co/tKdygB0asj","Ganjar Pranowo adalah sosok yang paling tepat memimpim Indonesia karena ketegasannya

#DukungGanjar #MantabPakGanjar #GanjarMenang https://t.co/tKdygB0asj",2023-06-09 00:18:42,0,0,original,,0,0,,0,0,524000874,https://pbs.twimg.com/profile_images/1656533538706194433/GbXjzZAk_normal.jpg,621,0,1122,2012-03-14 00:23:56,Bandung Barat,Ganjar Pranowo,positive
2202,1667023363645243393,https://twitter.com/Indranata_Tama/statuses/1667023363645243393,Indranata_Tama,"Gubernur Jawa Tengah Ganjar Pranowo menyadarkan masyarakat agar bisa hidup lebih sehat, dengan cara menyalurkan ribuan jamban bagi warga yang membutuhkan.
#GanjarMajuDemiKebaikanRI https://t.co/6GmPbPHbpH","Gubernur Jawa Tengah Ganjar Pranowo menyadarkan masyarakat agar bisa hidup lebih sehat, dengan cara menyalurkan ribuan jamban bagi warga yang membutuhkan.
#GanjarMajuDemiKebaikanRI https://t.co/6GmPbPHbpH",2023-06-09 00:18:36,0,0,original,,0,0,,0,0,184643832,https://pbs.twimg.com/profile_images/1544312197719146496/x5uI1pWT_normal.jpg,4285,366,344,2010-08-29 23:04:29,Cilacap,Ganjar Pranowo,neutral
2209,1667023131834449920,https://twitter.com/EryantiGina/statuses/1667023131834449920,EryantiGina,"Ganjar Pranowo adalah sosok yang paling tepat memimpim Indonesia karena ketegasannya

#DukungGanjar #MantabPakGanjar #GanjarMenang https://t.co/NlwPnaPn6L","Ganjar Pranowo adalah sosok yang paling tepat memimpim Indonesia karena ketegasannya

#DukungGanjar #MantabPakGanjar #GanjarMenang https://t.co/NlwPnaPn6L",2023-06-09 00:17:41,0,0,original,,0,0,,0,0,524000874,https://pbs.twimg.com/profile_images/1656533538706194433/GbXjzZAk_normal.jpg,621,0,1122,2012-03-14 00:23:56,Bandung Barat,Ganjar Pranowo,positive
2213,1667023043560890369,https://twitter.com/Indranata_Tama/statuses/1667023043560890369,Indranata_Tama,"Gubernur Jawa Tengah Ganjar Pranowo mengalokasikan dana senilai 
Rp 17 Miliar untuk membantu 100 desa wisata di wilayah Jateng.
#GanjarMajuDemiKebaikanRI https://t.co/CqBIkWPNtM","Gubernur Jawa Tengah Ganjar Pranowo mengalokasikan dana senilai 
Rp 17 Miliar untuk membantu 100 desa wisata di wilayah Jateng.
#GanjarMajuDemiKebaikanRI https://t.co/CqBIkWPNtM",2023-06-09 00:17:20,0,0,original,,0,0,,0,0,184643832,https://pbs.twimg.com/profile_images/1544312197719146496/x5uI1pWT_normal.jpg,4285,366,344,2010-08-29 23:04:29,Cilacap,Ganjar Pranowo,neutral
2239,1667022367762292736,https://twitter.com/weddie_s/statuses/1667022367762292736,weddie_s,"RT @triwul82: Ganjar Pranowo sambut baik dukungan Perindo untuk dirinya di Pemilu 2024.
Hal tersebut disampaikan Ganjar ketika bersama elit…","Ganjar Pranowo sambut baik dukungan Perindo untuk dirinya di Pemilu 2024.
Hal tersebut disampaikan Ganjar ketika bersama elit PDIP terima kunjungan politik Perindo .
Ganjar juga menyinggung tren positif Perindo di survei hingga kekuatan media. https://t.co/s1tJ9xuIId",2023-06-09 00:14:38,0,5,retweet,,0,0,triwul82,2695463725,1667021744132206593,1090809764626329605,https://pbs.twimg.com/profile_images/1302570586678280192/CDA1m6G1_normal.jpg,35751,9095,8166,2019-01-30 22:11:28,Kota Bogor,Ganjar Pranowo,neutral
2244,1667022200279552005,https://twitter.com/ahmadmadrahmad/statuses/1667022200279552005,ahmadmadrahmad,"Ganjar Pranowo adalah sosok yang paling tepat memimpim Indonesia karena ketegasannya

#DukungGanjar #MantabPakGanjar #GanjarMenang https://t.co/G5ZKvTrnvZ","Ganjar Pranowo adalah sosok yang paling tepat memimpim Indonesia karena ketegasannya

#DukungGanjar #MantabPakGanjar #GanjarMenang https://t.co/G5ZKvTrnvZ",2023-06-09 00:13:58,0,0,original,,0,0,,0,0,91063308,https://pbs.twimg.com/profile_images/3591196194/d620e81be25a7a830c2d0c923c127e0e_normal.jpeg,452,0,1185,2009-11-19 03:28:02,Muaro Jambi,Ganjar Pranowo,positive
2245,1667022145262878722,https://twitter.com/LekMarteg/statuses/1667022145262878722,LekMarteg,"@newIding30 @Jelli_cent @Maria_Dzadina @OmpungGuru @RadjaRasta_ @rass_aa @Jkt_Networks2 @03__nakula @WaraslahNKRI @DM_N4BYL @EdiArif96983478 @Bram_AbuBakar @UMKMTalaga @sasak70320 @268Densur Gaskennnn abahhhhh

Jawaban Marto ,
Presiden selanjutnya adalah Ganjar Pranowo

Jelas bisa meneruskan Program Jokowi bukan menawarkan perubahan kek Wan Manyunnn ituhhhh

Salam Metal Menang Total 🤘🤘 https://t.co/Y3j2IAtkIJ","@newIding30 @Jelli_cent @Maria_Dzadina @OmpungGuru @RadjaRasta_ @rass_aa @Jkt_Networks2 @03__nakula @WaraslahNKRI @DM_N4BYL @EdiArif96983478 @Bram_AbuBakar @UMKMTalaga @sasak70320 @268Densur Gaskennnn abahhhhh

Jawaban Marto ,
Presiden selanjutnya adalah Ganjar Pranowo

Jelas bisa meneruskan Program Jokowi bukan menawarkan perubahan kek Wan Manyunnn ituhhhh

Salam Metal Menang Total 🤘🤘 https://t.co/Y3j2IAtkIJ",2023-06-09 00:13:45,9,3,reply,newIding30,1292360032202272768,1667020519835840512,,0,0,1367085695739699202,https://pbs.twimg.com/profile_images/1564207601080225792/fDfHUxPa_normal.jpg,83142,9385,25454,2021-03-03 07:13:34,Sukoharjo,Ganjar Pranowo,positive
2250,1667021934859788288,https://twitter.com/ahmadmadrahmad/statuses/1667021934859788288,ahmadmadrahmad,"Ganjar Pranowo adalah sosok yang paling tepat memimpim Indonesia karena ketegasannya

#DukungGanjar #MantabPakGanjar #GanjarMenang https://t.co/98hO4iMN2t","Ganjar Pranowo adalah sosok yang paling tepat memimpim Indonesia karena ketegasannya

#DukungGanjar #MantabPakGanjar #GanjarMenang https://t.co/98hO4iMN2t",2023-06-09 00:12:55,0,0,original,,0,0,,0,0,91063308,https://pbs.twimg.com/profile_images/3591196194/d620e81be25a7a830c2d0c923c127e0e_normal.jpeg,452,0,1185,2009-11-19 03:28:02,Muaro Jambi,Ganjar Pranowo,positive
2264,1667021654567051264,https://twitter.com/Indranata_Tama/statuses/1667021654567051264,Indranata_Tama,"Gubernur Jawa Tengah Ganjar Pranowo mengahdirkan 7 Mal Pelayanan Publik baru, sehingga Jawa Tengah kini sudah memiliki total 28 MPP.
#GanjarMajuDemiKebaikanRI https://t.co/Kxxv66Fctn","Gubernur Jawa Tengah Ganjar Pranowo mengahdirkan 7 Mal Pelayanan Publik baru, sehingga Jawa Tengah kini sudah memiliki total 28 MPP.
#GanjarMajuDemiKebaikanRI https://t.co/Kxxv66Fctn",2023-06-09 00:11:48,0,0,original,,0,0,,0,0,184643832,https://pbs.twimg.com/profile_images/1544312197719146496/x5uI1pWT_normal.jpg,4285,366,344,2010-08-29 23:04:29,Cilacap,Ganjar Pranowo,neutral
2270,1667021482189549568,https://twitter.com/bekasi_shaleh/statuses/1667021482189549568,bekasi_shaleh,"RT @kuatbacacom: [kuat NOTE]

Puan Maharani bocorin 10 tokoh potensial untuk bakal calon wakil presiden dari Ganjar Pranowo. 

#kuatbacacom…","[kuat NOTE]

Puan Maharani bocorin 10 tokoh potensial untuk bakal calon wakil presiden dari Ganjar Pranowo. 

#kuatbacacom #kuatbaca #ganjarpranowo #pdip https://t.co/mwf3Yg5oQA",2023-06-09 00:11:07,0,22,retweet,,0,0,kuatbacacom,1471027662529257472,1666377688087695360,1311517806106603522,https://pbs.twimg.com/profile_images/1311518271804383232/WoHTnJaB_normal.jpg,207,19,0,2020-10-01 00:06:42,Kota Bekasi,Ganjar Pranowo,neutral
2271,1667021469271085056,https://twitter.com/Indranata_Tama/statuses/1667021469271085056,Indranata_Tama,"Untuk mencegah stunting Gubernur Jawa Tengah Ganjar Pranowo mengingatkan kepada para remaja putri untuk bisa menjaga kesehatan serta menikah di usia yang sudah cukup.
#GanjarMajuDemiKebaikanRI https://t.co/Y344VgHPXa","Untuk mencegah stunting Gubernur Jawa Tengah Ganjar Pranowo mengingatkan kepada para remaja putri untuk bisa menjaga kesehatan serta menikah di usia yang sudah cukup.
#GanjarMajuDemiKebaikanRI https://t.co/Y344VgHPXa",2023-06-09 00:11:04,0,0,original,,0,0,,0,0,184643832,https://pbs.twimg.com/profile_images/1544312197719146496/x5uI1pWT_normal.jpg,4285,366,344,2010-08-29 23:04:29,Cilacap,Ganjar Pranowo,neutral
2274,1667021440460419072,https://twitter.com/I_Guswar/statuses/1667021440460419072,I_Guswar,RT @Tan_Mar3M: Maksud lo 10 tahun @jokowi ndak mampu entaskan kemiskinan gitu? https://t.co/so3kyDm1bW,Maksud lo 10 tahun @jokowi ndak mampu entaskan kemiskinan gitu? https://t.co/so3kyDm1bW,2023-06-09 00:10:57,0,172,retweet,,0,0,Tan_Mar3M,1270980383761330176,1666780412197183489,107606747,https://pbs.twimg.com/profile_images/980070467569516544/hescbS_D_normal.jpg,67226,747,515,2010-01-22 22:39:36,Muaro Jambi,Ganjar Pranowo,negative
2281,1667021233261776897,https://twitter.com/Indranata_Tama/statuses/1667021233261776897,Indranata_Tama,"Gubernur Jawa Tengah Ganjar Pranowo dengan adanya pembelian perusahaan negeri akan menjadi stimulus terhadap perekonomian.
#GanjarMajuDemiKebaikanRI https://t.co/9kWvBxOtLq","Gubernur Jawa Tengah Ganjar Pranowo dengan adanya pembelian perusahaan negeri akan menjadi stimulus terhadap perekonomian.
#GanjarMajuDemiKebaikanRI https://t.co/9kWvBxOtLq",2023-06-09 00:10:08,0,0,original,,0,0,,0,0,184643832,https://pbs.twimg.com/profile_images/1544312197719146496/x5uI1pWT_normal.jpg,4285,366,344,2010-08-29 23:04:29,Cilacap,Ganjar Pranowo,neutral
2295,1667020615621152768,https://twitter.com/_garu_da/statuses/1667020615621152768,_garu_da,RT @bamantara00: Presiden Jokowi mendukung penuh Ganjar Pranowo sbg bacapres 2024. Presiden menilai Ganjar adalah sosok yg pemberani dan pu…,"Presiden Jokowi mendukung penuh Ganjar Pranowo sbg bacapres 2024. Presiden menilai Ganjar adalah sosok yg pemberani dan punya karakter yg baik.
Presiden jokowi juga memberi wejangan bhwa seorang pemimpin itu hrs berani dan punya nyali 

#Gempa Putri Ariani
Full Video Luhut Baduy https://t.co/KSd1Vk3Wvx",2023-06-09 00:07:41,0,18,retweet,,0,0,bamantara00,2580861451,1666961461657358336,128641833,https://pbs.twimg.com/profile_images/1492186578734956545/frih6v5A_normal.jpg,58716,4191,3771,2010-04-01 15:02:49,Bandung Barat,Ganjar Pranowo,positive
2298,1667020571320918016,https://twitter.com/katacasey/statuses/1667020571320918016,katacasey,"RT @siastiie: Keberhasilan politik pak Ganjar Pranowo tidak terlepas dari dukungan dan peran istrinya, ibu Siti Atikoh Supriyanti.
Dan siap…","Keberhasilan politik pak Ganjar Pranowo tidak terlepas dari dukungan dan peran istrinya, ibu Siti Atikoh Supriyanti.
Dan siapa sangka ibu Siti Atikoh Supriyanti memiliki garis keturunan dari kyai NU asal Purbalingga.
#MengenalSitiAtikoh https://t.co/rcyzjLGcl2",2023-06-09 00:07:30,0,264,retweet,,0,0,siastiie,1120300065770201089,1667018738019999744,1070019363254632450,https://pbs.twimg.com/profile_images/1629877782431023106/37OUToi6_normal.jpg,33929,438,11426,2018-12-04 13:17:50,Jakarta Timur,Ganjar Pranowo,positive
